spectral_centroid,spectral_rolloff,spectral_bandwidth,spectral_flux,energy,energy_entropy,zero_crossing_rate,rms,peak_volume,volume_variance,harmonic_ratio,timestamp,sampleIndex,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758242948333,1,program
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758242949334,2,program
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758242950332,3,program
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758242951332,4,program
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758242952331,5,program
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758242953331,6,program
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758242954330,7,program
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758242955333,8,program
169.20827929657003,0.3740234375,154.16945219657154,4.715318969837839,22.234232987312584,7.396565778122723,0.0195503421309872,0.054513381610084,0.8196078431372549,0.0162630915687618,0.0112569383202779,1758242956415,9,program
122.80120324352522,0.240234375,121.64180016588604,1.6507009218075936,16.652549019607793,7.185526667500839,0.0410557184750733,0.0069697765740333,0.6862745098039216,0.012832616727566,0.0175908972011508,1758242957334,10,program
85.83955574540741,0.1533203125,87.16408771727947,1.2410324235712982,13.067789311803155,6.848675064333457,0.0381231671554252,0.008293597534894,0.5843137254901961,0.0107521307482164,0.0344297308842373,1758242958332,11,program
93.94295988154776,0.1640625,84.3560528634153,1.327229396167061,16.23678585159551,7.216467810528634,0.0508308895405669,0.0083330313309941,0.5607843137254902,0.0129060057977772,0.0313050835507295,1758242959332,12,program
125.83714357492704,0.232421875,119.48235363276432,1.2876188574977363,16.45281045751633,7.460773606591391,0.0625610948191593,0.0081777999142794,0.5215686274509804,0.0123491499452391,0.0232382866474059,1758242960332,13,program
182.64170467175023,0.345703125,142.51451710823395,2.481975004528954,28.67061899269523,8.116276615186324,0.0821114369501466,0.0070547769906249,0.7294117647058823,0.0180131987616084,0.0162878933047176,1758242961333,14,program
136.0208703629372,0.26953125,116.41557061369998,1.765934213030604,17.499961553248717,7.584530697984508,0.043010752688172,0.0061521499845479,0.6039215686274509,0.0126284952981339,0.0208703629379048,1758242962332,15,program
224.98706499193216,0.416015625,171.26996826032183,3.463460055429476,42.11512495194158,8.413301247956651,0.0527859237536656,0.0589047127682481,0.8392156862745098,0.0234563244530347,0.0129638165475915,1758242963332,16,program
267.4095485278797,0.4775390625,188.5315902367041,4.654631044200144,97.7627835447906,8.952645635640943,0.0606060606060606,0.07178191086129,0.792156862745098,0.0418052177473194,0.0092575755071002,1758242964332,17,program
295.7064324632023,0.5419921875,206.91906841046395,3.2341673617246136,130.76899653979288,9.153730953717991,0.0420332355816226,0.1674236946523292,0.9490196078431372,0.047864090018619,0.0094196416470141,1758242965331,18,program
280.4568445546673,0.521484375,203.97716038262703,1.942566347345909,107.76215301807034,9.019600236338285,0.0342130987292277,0.1067201757824492,0.9137254901960784,0.0426560288912882,0.0112060255350417,1758242966331,19,program
239.1371129198233,0.462890625,188.7987918416102,2.365018026418108,85.55532487504803,8.642110813585845,0.0586510263929618,0.0678517705181756,0.8117647058823529,0.041657852457378,0.0127982037608756,1758242967331,20,program
248.9443123613787,0.4462890625,179.4170987147844,2.797697740818541,111.01716262975768,8.8509410507873,0.0791788856304985,0.098231642291742,0.8980392156862745,0.0508111536919902,0.0092706355411593,1758242968331,21,program
214.90457662460423,0.392578125,163.00010144381645,2.6229460941839884,71.44585928489032,8.560942011317037,0.0205278592375366,0.0404279478131896,0.8431372549019608,0.0380332804074513,0.0124680238182247,1758242969332,22,program
272.40575047920595,0.5048828125,194.97082943942064,3.142750089300537,94.22328335255666,8.989717588294525,0.1124144672531769,0.0448355467201507,0.7568627450980392,0.039225146474402,0.0089507458954912,1758242970332,23,program
263.4177215189866,0.490234375,194.0191443215708,1.9549560438562872,90.98880430603616,8.895752732200403,0.0156402737047898,0.1768127693182309,0.9647058823529412,0.039138799797155,0.012005564811157,1758242971331,24,program
242.37745858004723,0.4609375,187.50513073987096,1.8914730045322552,84.83707804690499,8.666614780771313,0.0391006842619745,0.1274056219965465,0.9450980392156862,0.0408120890481346,0.0144199338775052,1758242972333,25,program
228.52740459142188,0.435546875,180.9427475474377,2.1020888167035814,92.80304498269903,8.552910786849694,0.0586510263929618,0.0949336668625698,0.8470588235294118,0.0475628230334342,0.0134162545212961,1758242973332,26,program
205.312022517088,0.3828125,158.3997752840032,2.0780317780876256,86.80079969242603,8.45455107090787,0.0478983382209188,0.1142648548010021,0.9019607843137256,0.0484810583575883,0.0127462806594289,1758242974332,27,program
188.23253755621408,0.357421875,145.52599754904625,1.835084620186465,66.07231064974992,8.343961230018538,0.0361681329423264,0.0444965963883635,0.8196078431372549,0.0388933396916911,0.0141613242751889,1758242975331,28,program
167.72584431521074,0.30078125,125.42338004712414,1.7010479163859054,59.50763552479816,8.220156982213114,0.053763440860215,0.0386575691657997,0.7725490196078432,0.0375038774689078,0.0165128314570772,1758242976332,29,program
249.53162950879045,0.4365234375,173.3846763718733,4.312803823107305,105.08421376393687,8.868533134966846,0.0273704789833822,0.1765293731670717,0.976470588235294,0.0486067149695041,0.0116499415031225,1758242977333,30,program
233.7236434986033,0.4169921875,167.63589197575382,1.9976187284841456,85.17680891964618,8.738940773815507,0.0293255131964809,0.1220883775695337,0.9254901960784314,0.0419767015597211,0.0137348124669835,1758242978332,31,program
204.4458083973414,0.37890625,151.48479287861537,2.0742762758213336,62.421407151095714,8.511206787533204,0.0303030303030303,0.0338916082455016,0.8549019607843137,0.0345397075695605,0.0164224117619338,1758242979333,32,program
246.43918494065773,0.46875,184.99246745571503,2.368082004461397,75.95506343713943,8.731974649946007,0.0478983382209188,0.079189675317044,0.8666666666666667,0.0361892865630857,0.0089012025465691,1758242980332,33,program
264.7335545271978,0.4892578125,195.74881991724857,2.330385351438172,89.17024221453283,8.86160805500644,0.0508308895405669,0.0888473991747558,0.8431372549019608,0.0389854999470368,0.0076137256613987,1758242981332,34,program
255.19227768403044,0.4736328125,188.6887683431302,1.8529484386204815,84.25093425605533,8.840172856578704,0.0977517106549364,0.0370876851189406,0.7450980392156863,0.0377283421024734,0.0113584816649429,1758242982332,35,program
204.0920461252092,0.375,154.49921530738547,2.29819647457642,67.1993540945788,8.491047029536956,0.0175953079178885,0.1013539447108965,0.8784313725490196,0.0371607303582725,0.0150043128887274,1758242983332,36,program
193.5369129188983,0.3505859375,145.04318487298573,1.6578590808709115,59.14729719338714,8.42469221946879,0.0674486803519061,0.02945817413359,0.7568627450980392,0.0341363346902102,0.0118101407748847,1758242984333,37,program
304.67372413461953,0.5322265625,197.5265355503147,4.650309114007871,93.50848135332564,9.202726965798435,0.219941348973607,0.0258915708250545,0.6980392156862745,0.0340505827596121,0.0073295245411045,1758242985351,38,program
253.8507856786744,0.4619140625,182.4968753160988,2.812111992117164,82.90099192618223,8.82763703143431,0.053763440860215,0.0551206600357866,0.8,0.0379421088788107,0.009010838857396,1758242986332,39,program
212.17039943656243,0.3896484375,159.11493048700692,2.306162447974455,82.03372549019605,8.565230774413939,0.0576735092864125,0.0560886187318346,0.807843137254902,0.0438913377896043,0.0097997786497635,1758242987332,40,program
196.96814276272232,0.3671875,151.79855288998624,1.5768753748195894,73.911203383314,8.431688746826035,0.0342130987292277,0.0661193033515614,0.8352941176470589,0.0419626925130019,0.0125578321216126,1758242988332,41,program
237.92656741108289,0.427734375,173.80418085951518,3.14612471629595,108.25740868896582,8.767898274461691,0.0293255131964809,0.1570572029796213,0.9529411764705882,0.0521265990108028,0.0123076923076922,1758242989331,42,program
229.8038913296865,0.4140625,166.79520504497245,1.7595873480804514,94.93196462898888,8.729071212822847,0.0391006842619745,0.0916327775097647,0.9058823529411764,0.0470987750254704,0.0133237693894019,1758242990332,43,program
247.9305518265937,0.458984375,187.32046518245824,1.8542593091431463,89.20158400615159,8.785795850240707,0.0342130987292277,0.0696126225973711,0.8196078431372549,0.0413324257228428,0.0106320141760188,1758242991344,44,program
230.67906615375847,0.4326171875,176.98338151028136,1.8551465245233247,86.55380238369874,8.618624907244827,0.0498533724340175,0.1140797850171025,0.9372549019607844,0.0436828804382776,0.0093422523734626,1758242992333,45,program
191.03525592468264,0.3623046875,151.40755500555574,2.0972730871665277,80.11637062668197,8.314698059511057,0.0342130987292277,0.1339422309812494,0.9372549019607844,0.0469275900676849,0.0133968185261334,1758242993333,46,program
274.4413022032218,0.515625,200.86353059870095,3.713429393749208,106.39620146097684,8.972523727923555,0.0869990224828934,0.0545827680175082,0.8274509803921568,0.044090150600669,0.009458041684283,1758242994332,47,program
240.42667635834945,0.4501953125,182.64748872100944,2.2583230654737503,89.79072664359863,8.702790895654385,0.032258064516129,0.1547165968530748,0.9411764705882352,0.0432723727404087,0.0117027076140286,1758242995331,48,program
212.0025808565982,0.396484375,162.30816765983474,1.776912034490179,79.98912725874645,8.50924675313692,0.0273704789833822,0.0984873690760556,0.9215686274509804,0.0431574695855544,0.0143380922144159,1758242996331,49,program
193.2709492615803,0.3701171875,154.37152173162443,1.6783763963875296,67.63024990388271,8.316600724742878,0.0469208211143695,0.0636542547453528,0.8274509803921568,0.0394406476253634,0.0115047780047427,1758242997332,50,program
277.9038513493233,0.51953125,203.6375855864946,4.241877599258326,114.78299115724757,8.974979187800992,0.0498533724340175,0.1233185690127338,0.9019607843137256,0.0469888346142977,0.0076396601927175,1758242998332,51,program
240.4968695027134,0.4658203125,189.15606016955635,2.4761189261751704,84.49514801999216,8.620157016507651,0.0459433040078201,0.1160813578875494,0.9058823529411764,0.0415237414878135,0.0062799099627366,1758242999332,52,program
220.226303794074,0.4189453125,169.7375180785427,1.8964910230981955,88.31570934256054,8.555202294588515,0.0606060606060606,0.0878828257173197,0.8431372549019608,0.0462626586204219,0.0073161856242698,1758243000332,53,program
246.4873690402373,0.447265625,177.38350539381702,2.730910113859623,113.51143406382188,8.825809341898124,0.0410557184750733,0.1488535221086788,0.9333333333333332,0.0528233808336324,0.0102860049919714,1758243001332,54,program
225.54871042443693,0.4111328125,162.23618182147882,1.8995942422725167,99.26626682045374,8.716644606359129,0.0547409579667644,0.0845093399393659,0.9098039215686274,0.0500068851545736,0.0133818876062861,1758243002332,55,program
195.88838757720384,0.36328125,147.07509154645786,2.078264884193905,74.82752787389462,8.445801017397306,0.0547409579667644,0.0539578398260969,0.8352941176470589,0.0424996709475286,0.0111042971658854,1758243003332,56,program
184.2904479864617,0.3447265625,142.6275006704443,1.610533378231907,74.03630911187994,8.303731066052796,0.0400782013685239,0.097212737998362,0.8627450980392157,0.0442558652737759,0.0160076836881702,1758243004332,57,program
208.2530467195857,0.376953125,152.44785605170367,2.4445814508457904,90.79660130718972,8.576296760336465,0.0469208211143695,0.1005859375,0.8313725490196079,0.0493503681580305,0.0124186414817389,1758243005332,58,program
165.27456741756407,0.3046875,127.82494625567575,2.4118954212942785,68.52815071126459,8.13762466810411,0.0351906158357771,0.1285392855398438,0.9019607843137256,0.0436678746130681,0.0121047741028152,1758243006332,59,program
202.9793577493556,0.3759765625,160.31630940302867,2.335273538375932,79.21794694348331,8.40568275793013,0.0127077223851417,0.160437917746701,0.9725490196078432,0.0449758886346819,0.0138749973399161,1758243007332,60,program
182.95113288426168,0.3330078125,139.98916006587302,1.7980466995802935,64.73493271818526,8.31827896119818,0.0293255131964809,0.0499755322670846,0.8705882352941177,0.038773716871943,0.0178322106552357,1758243008332,61,program
167.33490905675637,0.3115234375,135.8698748628556,1.9711958871919415,44.76529027297196,8.060906016082717,0.0420332355816226,0.036818316584639,0.7333333333333333,0.0287512964837504,0.0185330119274957,1758243009332,62,program
174.49860018271235,0.314453125,134.46965381101478,1.9776451536385675,48.03698577470196,8.234432273689928,0.1036168132942326,0.0194869492703197,0.6470588235294118,0.0300236625480733,0.0106386113812512,1758243010332,63,program
365.6506683870192,0.5947265625,208.349874861646,7.280438364264571,100.27960015378706,9.318698164788271,0.3655913978494624,0.0326975306917232,0.592156862745098,0.0327725897748302,0.0,1758243011332,64,program
304.18466461581943,0.544921875,207.7261802958556,3.4999928598817647,78.77394848135317,9.100528965770028,0.093841642228739,0.0229388274346608,0.6862745098039216,0.0300064699964217,0.0055160708602948,1758243012331,65,program
257.08134654619533,0.486328125,195.96252846098253,3.3271730850945525,36.01522491349488,8.646498027967148,0.0381231671554252,0.0058491936282768,0.5803921568627451,0.0179063335742823,0.0124744972311278,1758243013332,66,program
170.2929933500669,0.3642578125,162.48471791649436,2.438216175015907,26.13743944636677,7.661600779837697,0.021505376344086,0.0195404031286755,0.6941176470588235,0.017962798412283,0.0179680274805124,1758243014333,67,program
101.94565947986094,0.1806640625,98.52162985851062,1.9743919975760305,29.6467051134179,7.144891095669749,0.0420332355816226,0.0913121839827252,0.7803921568627451,0.023465585426293,0.0317460317460315,1758243015332,68,program
150.84848133101116,0.337890625,133.84603274594934,2.480577378188611,36.606428296808936,7.707818287434054,0.0127077223851417,0.0739951530106356,0.8823529411764706,0.02595192326623,0.0231379377055522,1758243016332,69,program
140.04905645754943,0.228515625,128.1768295882502,2.287508495560746,39.27038831218765,7.590833271126272,0.0508308895405669,0.0621355877149412,0.7725490196078432,0.0285822333248249,0.0074785910799395,1758243017332,70,program
170.79263529143972,0.349609375,150.9290141087888,1.9131307336803327,33.25922337562483,7.818185857509423,0.2209188660801564,0.0090001506792806,0.6431372549019608,0.0222818972724349,0.0055747279001857,1758243018332,71,program
164.22304082976532,0.314453125,130.20504496693985,1.8269165253981308,27.26871203383317,8.01165142104977,0.0723362658846529,0.0069139659465362,0.5411764705882353,0.017972165716011,0.0227197892657226,1758243019332,72,program
142.86857546452174,0.2890625,115.75355140013328,1.5357535685950792,17.92735101883885,7.826415880175364,0.0547409579667644,0.005513471577459,0.5019607843137255,0.0125385269464231,0.0278170161903725,1758243020332,73,program
191.84398839583,0.369140625,155.71655366346496,2.360364108261236,32.35474048442914,8.067337231446624,0.0254154447702834,0.0359227025624076,0.7019607843137254,0.0201628613059498,0.0152931485261988,1758243021332,74,program
234.25531914893537,0.42578125,167.2761640613712,2.0069851107842456,31.762137639369545,8.601964052468432,0.1407624633431085,0.0067834199167235,0.5882352941176471,0.0167766465594428,0.0113924456853117,1758243022333,75,program
232.48936497675865,0.4189453125,164.94908162306075,1.822040294366319,35.57316416762793,8.490162047445368,0.0195503421309872,0.0366137687986816,0.796078431372549,0.0192605591846954,0.0119740203773816,1758243023332,76,program
319.5154907810079,0.5546875,200.2651522084389,4.318170615262257,73.61993079584764,9.212770425882088,0.2795698924731182,0.0173803434868727,0.6549019607843137,0.0264806860806802,0.0076195952988534,1758243024333,77,program
268.5087296809138,0.4814453125,192.6566474374424,3.3071009314125512,35.57799307958487,8.724909341683782,0.0244379276637341,0.0186715710986317,0.6627450980392157,0.0168999134050522,0.0121556148046213,1758243025333,78,program
